Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR23298386,2023-02-01 05:38:29,2023-02-01 03:14:56,2166455,324083743,2166429,149,131,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298386/SRR23298386.lite.1,SRX19241339,8-G2194_S155,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645635,SAMN32987615,simple,9606,Homo sapiens,G2194,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,D8B1F0A164629E6ABE69B7DAA27C030A,FA57475533A686D4D967528DB98780C3
SRR23298385,2023-02-01 05:38:29,2023-02-01 03:14:58,2349172,349148374,2349100,148,149,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298385/SRR23298385.lite.1,SRX19241340,8-G2258_S63,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645636,SAMN32987616,simple,9606,Homo sapiens,G2258,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,AC25CEB513752C873F9F259A7EE2BE90,2E63CA569697BC1B0D4015E6BAA6821C
SRR23298384,2023-02-01 05:38:29,2023-02-01 03:15:15,2227569,333497346,2227516,149,138,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298384/SRR23298384.lite.1,SRX19241341,8-G2268_S110,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645637,SAMN32987617,simple,9606,Homo sapiens,G2268,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,658B3BF79BB2277DC009375AB5B0E009,208936694FE276E703BA920D1952EF9B
SRR23298383,2023-02-01 05:38:29,2023-02-01 03:15:17,2161100,324959320,2161068,150,137,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298383/SRR23298383.lite.1,SRX19241342,8-G2304_S136,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645638,SAMN32987618,simple,9606,Homo sapiens,G2304,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,D40A496246F74D3D719369F1A47B1EA7,9D900EB55A61A0314FAC0A220DDA9F9D
SRR23298382,2023-02-01 05:38:29,2023-02-01 03:15:03,2026323,304227738,2026290,150,129,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23298/SRR23298382/SRR23298382.lite.1,SRX19241343,8-G2321_S139,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645639,SAMN32987619,simple,9606,Homo sapiens,G2321,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,3037D688E1B1F46ED073E2DA709C7492,547E32D9B19AE09D0D2D44AAE61B2277
SRR23298381,2023-02-01 05:38:29,2023-02-01 03:15:10,2105973,316911911,2105930,150,123,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298381/SRR23298381.lite.1,SRX19241344,8-G2347_S111,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645640,SAMN32987620,simple,9606,Homo sapiens,G2347,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,13F590767B7A840B2194EBD528702E89,A5A7B459782BFB1AF7081FE4D11AB479
SRR23298380,2023-02-01 05:38:29,2023-02-01 03:15:01,2230621,333829288,2230582,149,129,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23298/SRR23298380/SRR23298380.lite.1,SRX19241345,8-G2370_S125,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645641,SAMN32987621,simple,9606,Homo sapiens,G2370,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,894F5C70733BE72EB7CF1C937AA571EB,43AD07726DA0A4294E526A111A95FD60
SRR23298379,2023-02-01 05:38:29,2023-02-01 03:15:13,2202545,329919667,2202524,149,127,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298379/SRR23298379.lite.1,SRX19241346,8-G2416_S132,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645642,SAMN32987622,simple,9606,Homo sapiens,G2416,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,CF7BF278EE4F49F5D0028ACC9C84D882,E5CD56FA03F45BD90A6058953B28105D
SRR23298378,2023-02-01 05:38:29,2023-02-01 03:15:01,1947530,292722335,1947501,150,111,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298378/SRR23298378.lite.1,SRX19241347,8-G2468_S101,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645643,SAMN32987623,simple,9606,Homo sapiens,G2468,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,AF52169A5EC1A9AA6446F44D0EC78464,1359CA8CDEB6A063490CA62B53F24F2E
SRR23298376,2023-02-01 05:38:29,2023-02-01 03:15:19,2390943,359562695,2390921,150,141,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298376/SRR23298376.lite.1,SRX19241349,8-G2496_S113,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645644,SAMN32987624,simple,9606,Homo sapiens,G2496,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,F49D7D0D5A4E348F58F0D344B3D3515D,FC74B695F03B34979B1EA48DAE6DD917
SRR23298375,2023-02-01 05:38:29,2023-02-01 03:14:47,1836128,275376522,1836096,149,112,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298375/SRR23298375.lite.1,SRX19241350,8-G2547_S132,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645646,SAMN32987625,simple,9606,Homo sapiens,G2547,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,F9F7DA19E176F24DD07CAB13EAB658EA,4ABBACA47A69F9121FC1859FC40DB84F
SRR23298374,2023-02-01 05:38:29,2023-02-01 03:14:55,1695792,254811734,1695763,150,109,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298374/SRR23298374.lite.1,SRX19241351,8-G2615_S158,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645647,SAMN32987626,simple,9606,Homo sapiens,G2615,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,094F4659F8C5A6F4CC342C871DBDB0ED,41A2123E08FB60BDDF2A0BAEC3B65C1C
SRR23298373,2023-02-01 05:38:29,2023-02-01 03:15:09,2021655,303953077,2021595,150,130,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23298/SRR23298373/SRR23298373.lite.1,SRX19241352,8-G2633_S151,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645648,SAMN32987627,simple,9606,Homo sapiens,G2633,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,1C7D87E0D79EB41DB46F3F1EDA1DA9F3,39725E3431FD44154B9D739668119D72
SRR23298372,2023-02-01 05:38:30,2023-02-01 03:14:31,1995195,299778527,1995150,150,112,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298372/SRR23298372.lite.1,SRX19241353,8-G2757_S139,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645649,SAMN32987628,simple,9606,Homo sapiens,G2757,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,6578B52D681E3A0F41CC3A481F37E619,663803BE6B70957F69DE7F87B82BA395
SRR23298371,2023-02-01 05:38:30,2023-02-01 03:15:44,4034498,606153208,4034436,150,235,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23298/SRR23298371/SRR23298371.lite.1,SRX19241354,8-G2760_S154,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645651,SAMN32987629,simple,9606,Homo sapiens,G2760,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,69683D6C425419E11014AC8C9230D6D9,D0751094071EA9DECF390DDB9829DDD9
SRR23298370,2023-02-01 05:38:30,2023-02-01 03:14:53,2291599,344434587,2291559,150,135,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298370/SRR23298370.lite.1,SRX19241355,8-G2814_S179,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645650,SAMN32987630,simple,9606,Homo sapiens,G2814,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,CC3901D37517AFBAB8A55A1131259D45,493EABD7A9572D27EA93653E523DFA27
SRR23298369,2023-02-01 05:38:30,2023-02-01 03:15:05,2950003,443285810,2949947,150,169,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298369/SRR23298369.lite.1,SRX19241356,8-G2851_S146,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645652,SAMN32987631,simple,9606,Homo sapiens,G2851,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,8135D4732E83119D8FDF38C58819E15A,346E653E31F1D488A954F4ED39600400
SRR23298368,2023-02-01 05:38:30,2023-02-01 03:15:10,2598293,389761124,2598255,150,149,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298368/SRR23298368.lite.1,SRX19241357,8-G2866_S240,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645653,SAMN32987632,simple,9606,Homo sapiens,G2866,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,D0CD3E5D3CA08E819B6E188DCADE9561,E73F9C971C80802637190FC46CC8A798
SRR23298367,2023-02-01 05:38:30,2023-02-01 03:15:04,2060882,310255438,2060851,150,126,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298367/SRR23298367.lite.1,SRX19241358,8-G2892_S147,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645654,SAMN32987633,simple,9606,Homo sapiens,G2892,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,DFFFFA14B234B9E799D218F454C1685D,6A5CD9520816B56EA3CB4175D52FD1A0
SRR23298365,2023-02-01 05:38:30,2023-02-01 03:15:19,2076258,310385781,2076204,149,120,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298365/SRR23298365.lite.1,SRX19241360,8-G2940_S167,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645656,SAMN32987634,simple,9606,Homo sapiens,G2940,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,A387B72636048A8897DE1B1C76BB4AA7,5407E7A4FE24FD22AB5642BEA3787CB2
SRR23298364,2023-02-01 05:38:30,2023-02-01 03:15:17,2499705,376263396,2499672,150,144,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23298/SRR23298364/SRR23298364.lite.1,SRX19241361,8-G2981_S166,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645657,SAMN32987635,simple,9606,Homo sapiens,G2981,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,517C379143BEB5562CB16FFEC35E64AF,EB24D52A64EC41990F0FB237F52202F0
SRR23298363,2023-02-01 05:38:30,2023-02-01 03:14:50,2140956,320837250,2140936,149,125,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298363/SRR23298363.lite.1,SRX19241362,8-G3560_S169,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645658,SAMN32987657,simple,9606,Homo sapiens,G3560,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,2951E4EF65BF6DC30384E1A1EC99F14A,0FB2A2DA04F5C58CCD7AB6A49DC4EE31
SRR23298362,2023-02-01 05:38:30,2023-02-01 03:15:00,2314233,341696494,2314161,147,132,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23298/SRR23298362/SRR23298362.lite.1,SRX19241363,8-G3582_S174,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645659,SAMN32987658,simple,9606,Homo sapiens,G3582,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,C131229D77D9D3AD7567DFB45730809E,9335717A8E44253EC225A6D3622B32B5
SRR23298361,2023-02-01 05:38:30,2023-02-01 03:14:56,1790418,269285010,1790403,150,106,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298361/SRR23298361.lite.1,SRX19241364,8-G3601_S193,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645660,SAMN32987659,simple,9606,Homo sapiens,G3601,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,0AB6DE66FD814AE4DCB47FD668D54BDE,394D7961ABC7E7A6A0F993DB907DC29B
SRR23298360,2023-02-01 05:38:30,2023-02-01 03:14:52,1489373,222899224,1489352,149,90,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298360/SRR23298360.lite.1,SRX19241365,8-G3616_S190,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645661,SAMN32987660,simple,9606,Homo sapiens,G3616,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,5B21E0161EFB5966494A58B6467CA47E,8695030F76A3BD640AA5E2A20A0108C5
SRR23298359,2023-02-01 05:38:30,2023-02-01 03:14:52,1473162,220605120,1473151,149,85,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298359/SRR23298359.lite.1,SRX19241366,8-G3638_S130,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645662,SAMN32987661,simple,9606,Homo sapiens,G3638,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,8F3DC2ECF156AAD4D0217519FCE50184,0A1C7A525216C7BDD8AA23AEF3505CF4
SRR23298358,2023-02-01 05:38:30,2023-02-01 03:14:59,2212028,332806394,2211990,150,123,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298358/SRR23298358.lite.1,SRX19241367,8-G3654_S167,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645663,SAMN32987662,simple,9606,Homo sapiens,G3654,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,46C846CBF4D783E8D19BCA67D1F7DC56,E786CE4A6308679039AFA13EE644298F
SRR23298357,2023-02-01 05:38:30,2023-02-01 03:15:08,1723021,257966853,1722985,149,99,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23298/SRR23298357/SRR23298357.lite.1,SRX19241368,8-G3708_S185,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645664,SAMN32987663,simple,9606,Homo sapiens,G3708,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,EB46ACAB4B200ABF0926FD4AC5E155BC,BC51C090BAD9DD82C1034EAD4B2B54C0
SRR23298355,2023-02-01 05:38:30,2023-02-01 03:14:41,1553933,232092955,1553905,149,90,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298355/SRR23298355.lite.1,SRX19241370,8-G3718_S180,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645666,SAMN32987664,simple,9606,Homo sapiens,G3718,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,D5D11EAF3AF1561BA0C1A032F01576A4,6EE116BA3C94664BC3F9EA63060F6E4B
SRR23298354,2023-02-01 05:38:30,2023-02-01 03:14:45,1983156,295989939,1983123,149,111,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298354/SRR23298354.lite.1,SRX19241371,8-G3738_S166,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645667,SAMN32987665,simple,9606,Homo sapiens,G3738,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,B03489F361EAA7F41D90D448E00A18AA,5F513093328E8252D2ED4C3577EAE4B6
SRR23298353,2023-02-01 05:38:30,2023-02-01 03:14:48,1683484,252968671,1683430,150,95,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298353/SRR23298353.lite.1,SRX19241372,8-G3758_S187,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645669,SAMN32987666,simple,9606,Homo sapiens,G3758,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,C0D8BBF11FE9FEF2B997EC5E6D6A4D64,8C0B1CEDE0FC137070A97EB63901E07F
SRR23298352,2023-02-01 05:38:30,2023-02-01 03:14:40,1277106,191170031,1277070,149,70,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298352/SRR23298352.lite.1,SRX19241373,8-G3771_S178,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645668,SAMN32987667,simple,9606,Homo sapiens,G3771,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,C4383AF866A5DE387A1CAC4A7FB4B4AC,31B733C40A4AABF65A1E872F8AB35D68
SRR23298351,2023-02-01 05:38:31,2023-02-01 03:15:04,1941795,290668773,1941739,149,106,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298351/SRR23298351.lite.1,SRX19241374,8-G3783_S96,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645670,SAMN32987668,simple,9606,Homo sapiens,G3783,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,5F71471B6C4E9455301FC20652949463,4C602CBDA470DF3A14E5F1CB4B2FD3D5
SRR23298350,2023-02-01 05:38:31,2023-02-01 03:14:20,1283911,190983155,1283798,148,72,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298350/SRR23298350.lite.1,SRX19241375,8-G3803_S179,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645671,SAMN32987669,simple,9606,Homo sapiens,G3803,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,AE02C0CF13FCDAF3D023A8FEDBB2FF74,A6436689D7EB377801A1675BDB47BB9C
SRR23298349,2023-02-01 05:38:31,2023-02-01 03:14:58,2268819,338879340,2268757,149,135,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298349/SRR23298349.lite.1,SRX19241376,8-G3820_S190,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645672,SAMN32987670,simple,9606,Homo sapiens,G3820,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,5359F8A605A22D0C70F2FD423A65F7BE,F14D9CB77F7A421A43170911304DDD20
SRR23298348,2023-02-01 05:38:31,2023-02-01 03:15:06,2008037,299919611,2007939,149,115,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298348/SRR23298348.lite.1,SRX19241377,8-G3839_S173,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645673,SAMN32987671,simple,9606,Homo sapiens,G3839,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,AEDF6459D892B39AA32470B6ADFD362D,CBA6D31DCA3648887297362A1830019B
SRR23298347,2023-02-01 05:38:31,2023-02-01 03:14:43,1913307,283010016,1913231,147,113,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298347/SRR23298347.lite.1,SRX19241378,8-G3863_S116,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645674,SAMN32987672,simple,9606,Homo sapiens,G3863,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,CF755930E5C7F37795CC101D6372677B,6FBDE5F9BC03B92FFE037DABE01F917B
SRR23298346,2023-02-01 05:38:31,2023-02-01 03:14:57,1729072,258610171,1729033,149,102,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298346/SRR23298346.lite.1,SRX19241379,8-G3888_S180,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645675,SAMN32987673,simple,9606,Homo sapiens,G3888,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,EB897C503E8B29059627CC17E1DB3CB7,58FD64BCD7E4EB4E2C41C5BB693C1A3E
SRR23298344,2023-02-01 05:38:31,2023-02-01 03:14:39,1155312,173163130,1155293,149,70,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298344/SRR23298344.lite.1,SRX19241381,8-G3897_S191,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645676,SAMN32987674,simple,9606,Homo sapiens,G3897,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,7A5F06A482F4ED2BCF2D014A89AF2550,1E6B72A944064FAAE9E6602F88719BD2
SRR23298343,2023-02-01 05:38:31,2023-02-01 03:14:43,1350341,203468375,1350326,150,78,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298343/SRR23298343.lite.1,SRX19241382,8-G3919_S186,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645678,SAMN32987675,simple,9606,Homo sapiens,G3919,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,79BA05F97ED75ACADD8F569CA2059D51,82C9CED37ECB1E7B2CAC9DB473E09446
SRR23298342,2023-02-01 05:38:31,2023-02-01 03:14:41,1444522,217249934,1444508,150,81,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298342/SRR23298342.lite.1,SRX19241383,8-G3933_S170,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645679,SAMN32987676,simple,9606,Homo sapiens,G3933,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,F2F403929CA82D2F0ABECD1BAEC8B400,2BBD44AAF790D888396153BBC7CD41DA
SRR23298341,2023-02-01 05:38:31,2023-02-01 03:14:46,2100469,315521203,2100419,150,125,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23298/SRR23298341/SRR23298341.lite.1,SRX19241384,8-G3995_S147,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP417179,PRJNA923276,,923276,SRS16645680,SAMN32987677,simple,9606,Homo sapiens,G3995,,,,,,,no,,,,,CLINVAR-CANCER DIAGNOSTICS DIVISION,SRA1583074,,public,22FD733AE722D111F751D05837A2EFC5,8953AADC676FAEBF541E7B7CD39D323F
